id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
163,2025-05-21 15:43:35,usuario_generado,"El año pasado lloré cuando Shawn dijo que vendría y yo no pude ir y soy consciente de que este año tampoco va a poder ser, quiero llorar",año pasado llorer shawn decir venir poder ir consciente año tampoco ir poder ser querer llorar,neutro
164,2025-05-21 15:43:35,usuario_generado,@user Acabo de llamar y si tienen! Muchísimas gracias,acabar llamar si muchísima gracias,positivo
165,2025-05-21 15:43:35,usuario_generado,"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",mamá decir ir colé serio amar ir,positivo
166,2025-05-21 15:43:35,usuario_generado,@user 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor.,hora esperar comisaría gandio atender persona solamente autorización viaje menor,neutro
167,2025-05-21 15:43:35,usuario_generado,"@user Hola! en estos momento van chequear tu solicitud para poder ayudarte lo antes posible, lamentamos el retraso",holar momento ir chequear solicitud poder ayudarte posible lamentar retraso,negativo
168,2025-05-21 15:43:35,usuario_generado,Bob Dylan siempre ha sido un gran poeta Siempre lo dije. Siempre lo pensé. Sigo emocionada ¡Los tiempos están cambiando!,bob dylar siempre ser gran poeta siempre decir siempre pensar seguir emocionado tiempo cambiar,positivo
169,2025-05-21 15:43:35,usuario_generado,"@user somos el PACMA, a todos caemos bien pero nadie nos quiere.  Lloremos juntos",pacma caer bien nadie querer llorer junto,negativo
170,2025-05-21 15:43:35,usuario_generado,"Yo: espero encontrar a alguien este año -un muchacho: hey, hola Yo: mae más necio!",esperar encontrar alguien año muchacho hey holar mae necio,neutro
171,2025-05-21 15:43:35,usuario_generado,@user @user doble sub-campeón de Europa  algo es algo jaja,doble subcampeón europa jajar,positivo
172,2025-05-21 15:43:35,usuario_generado,"Mis tenis fueron las primeras en ser compradas y no han llegado todo el mundo con tenis nuevas y yo aquí, zad.",tenis primero ser comprar llegar mundo tenis nuevo aquí zad,positivo
173,2025-05-21 15:43:35,usuario_generado,"@user es posible, por eso imagínate el aporte a alguien que no ha estado",posible imagínatar aporte alguien,positivo
174,2025-05-21 15:43:35,usuario_generado,"@user @user Hola Joaquín, redifundimos. Un abrazo",holar joaquín redifundimos abrazo,positivo
175,2025-05-21 15:43:35,usuario_generado,"@user nu , no sirve cualquiera  Lo probé hace poco para una app coreana y no me dejaba u^u por lo de la tarjeta de crédito",nu servir cualquiera prober hacer app coreana dejar uu tarjeta crédito,neutro
176,2025-05-21 15:43:35,usuario_generado,"Y pensar que luego de tantos años siempre ha habido una persona que ha pensado igual que yo, la única",pensar luego tanto año siempre persona pensar igual único,neutro
177,2025-05-21 15:43:35,usuario_generado,"Sin duda, esta fue una noche buena, maravillosa. Compañía, comida y bebida, perfectas. Amo a mi familia.",duda noche buen maravilloso compañía comida bebida perfecto amar familia,positivo
178,2025-05-21 15:43:35,usuario_generado,Ese placer secreto de quedarte sin datos y no saber qué michi pasa en el mundo,placer secreto quedarte dato saber michi pasar mundo,neutro
179,2025-05-21 15:43:35,usuario_generado,"Ptm, en serio Rafael se pasa!! En fin, mejor no me meto en ese asunto",ptm serio rafael pasar fin mejor meter asunto,negativo
180,2025-05-21 15:43:35,usuario_generado,Que lindo día el de hoy,lindo día hoy,positivo
181,2025-05-21 15:43:35,usuario_generado,"estoy entre dos, pero las dos son súper caras",dos dos súper cara,positivo
182,2025-05-21 15:43:35,usuario_generado,"Los problemas no son eternos, siempre tienen solución. La vida es corta, por eso ama, se feliz, siempre se sonríe, vive intensamente",problema eterno siempre solución vida corta amar feliz siempre sonreír vivir intensamente,positivo
183,2025-05-21 15:43:35,usuario_generado,"Aunque aún no te lo creas, déjame decirte que eres hermosa. Aunque aparentes ser muy orgullosa, sé muy bien que tu amor es puro.",aunque aún creer déjame decirte hermoso aunque aparent ser orgulloso saber bien amor puro,positivo
184,2025-05-21 15:43:35,usuario_generado,@user imagínate! Si cuando uno saluda a alguien que está saludando al de atrás se siente feo.. me da miedo ajeno,imagínate si saludar alguien saludar atrás feo dar miedo ajeno,negativo
185,2025-05-21 15:43:35,usuario_generado,"Perrita Pelusa, en Amazonas, perdió sus cachorros y adoptó (robó) dos gatitos recién nacidos para amamantarlos",perritar pelusa amazona perder cachorro adoptar robar dos gatito recién nacido amamantarlo,neutro
186,2025-05-21 15:43:35,usuario_generado,Mi Jefazo hermoso @user #DejaQueTeBese en @user @user @user @user #FanaticaSiempre @user,jefazo hermoso,positivo
187,2025-05-21 15:43:35,usuario_generado,Ahora que empiezan las jornadas de toros en esta ciudad me pongo un poco más triste al ver que seguimos sin evolucionar en muchas cosas,ahora empezar jornada toro ciudad poner triste ver seguir evolucionar mucho cosa,negativo
188,2025-05-21 15:43:35,usuario_generado,Lo unico Navideño que hay en mi casa son las luces del módem,unico navideño casa luz módem,negativo
189,2025-05-21 15:43:35,usuario_generado,"Te amo demasiado!!! Por tu sensualidad , inocencia y belleza...porque pareces tonta pero sé que no lo eres y xq eres joven @user",amar demasiado sensualidad inocencia bellezaporque parez tonto saber xq joven,negativo
190,2025-05-21 15:43:35,usuario_generado,En serio me estoy asando,serio asar,negativo
191,2025-05-21 15:43:35,usuario_generado,"Buenos días, el televisor se te averío, no hay problema, estamos en Getafe, consultanos en el 916950781.   http",buen día televisor averío problema getafe consultano http,neutro
192,2025-05-21 15:43:35,usuario_generado,@user Pero Nicole Page Brooks from Atlanta Georgia es la más icónica de todas serving fish,nicole page brooks from atlanta georgia icónico todas serving fish,neutro
193,2025-05-21 15:43:35,usuario_generado,Vamos a enfrentarnos un poquito a fotos viejas ) apuf,ir enfrentar yo poquito foto viejo apuf,neutro
194,2025-05-21 15:43:35,usuario_generado,"@user @user No, pero dejarte la piel, ir 7º y descartar los puntos sí. Lee el text Carlos nos lo explicó muy clarito",dejartar piel ir º descartar punto leer text carlos explicar clarito,neutro
195,2025-05-21 15:43:35,usuario_generado,"@user Te mando un abrazo. Vienen días duros, pero se superan eventualmente",mar abrazo venir día duro superar eventualmente,positivo
196,2025-05-21 15:43:35,usuario_generado,"@user incluso los hay que hacen series, farleks y otras absurdidades para sufrir más ENTRENANDO!!!",incluso hacer serie farleks absurdidad sufrir entrenar,negativo
197,2025-05-21 15:43:35,usuario_generado,Estoy feliz porque Shawn viene a España pero estoy muy triste porque vivo taaan lejos de Madrid. En la vida me dejan ir,feliz shawn venir españa triste vivir taaan lejos madrid vida dejar ir,positivo
198,2025-05-21 15:43:35,usuario_generado,"@user Que alegría, que bueno, me alegra escuchar(leer) eso.",aleger bueno alegrar escucharleer,positivo
199,2025-05-21 15:43:35,usuario_generado,Que triste todo este cierre de año para mi 🇨🇷 linda,tristar cierre año lindo,positivo
200,2025-05-21 15:43:35,usuario_generado,"Hoy a Santi se le rego el pichel lleno de fresco, y yo parecia Senicienta por todo el piso JAJAJ",hoy santi regir pichel lleno fresco pareciar senicientar piso jajaj,positivo
201,2025-05-21 15:43:35,usuario_generado,"Las partidas en la beta de Battlefield 1 con amigos son lo mejor del mundo, las risas que me echo no son normales",partida beta battlefield amigo mejor mundo risa echar normal,positivo
202,2025-05-21 15:43:35,usuario_generado,"@user ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",vo ay tristar nombre dormir ir clase hoy am extraño bebé,neutro
203,2025-05-21 15:43:35,usuario_generado,@user @user @user Claro claro! Buscamos justo los otros,claro claro buscar justo,positivo
204,2025-05-21 15:43:35,usuario_generado,@user eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI,duda alguno voz melodiós ser humano poder encantar,positivo
205,2025-05-21 15:43:35,usuario_generado,"Quiero teñirme el pelo, pero a la vez no, y tampoco sé de qué color, solo sé que quiero hacer algo y es muy sad",querer teñir yo pelo vez tampoco saber color solo saber querer hacer sad,negativo
206,2025-05-21 15:43:35,usuario_generado,Cuando sales a comer solo #sunglasses #blackandwhite #bn #mall @ Real Plaza - Centro Civico,sa él comer solo real plaza centro civico,negativo
207,2025-05-21 15:43:35,usuario_generado,@user @user @user Esa es genial... súper chula y menudas vistas,genial súper chula menudo vistas,positivo
208,2025-05-21 15:43:35,usuario_generado,"@user lo veo más que jodido, pero la esperanza nunca se pierde.",ver jodido esperanza nunca perder,negativo
209,2025-05-21 15:43:35,usuario_generado,- se llevo los doritos y los frescos - pero no se llevo EL PAN @user,llevar dorito fresco llevar pan,positivo
210,2025-05-21 15:43:35,usuario_generado,El solo que hace Rosendo en Flojos de Pantalón es Flipante!!!,solo hacer rosendo flojo pantalón flipante,negativo
211,2025-05-21 15:43:35,usuario_generado,"@user no te vale con votar verdad? MAL. Na, yo prefiero born this way y no la han votado",valer votar verdad mal na preferir born this way votar,negativo
212,2025-05-21 15:43:35,usuario_generado,Tantos argentinos y @user no viene,tanto argentino venir,negativo
213,2025-05-21 15:43:35,usuario_generado,"@user es una teja ese cabrón. Si en el programa se ve agradable, en la vida real es el doble de buena gente.",tejo cabrón si programa ver agradable vida real doble buen gente,positivo
214,2025-05-21 15:43:35,usuario_generado,Tenía examen de francés y no fui mañana le pido cacao al profe,examen francés mañana pedir cacao profe,neutro
215,2025-05-21 15:43:35,usuario_generado,@user pues la aludida ...y yo mismo...sí...Buen día,pues aludida mismosíbuen día,neutro
216,2025-05-21 15:43:35,usuario_generado,"no me preguntéis por qué cojo así los móviles para hacerme selfies, no lo sé ni yo pero es hiper cómodo",preguntéis cojo así móvil hacer yo selfies saber hiper cómodo,neutro
217,2025-05-21 15:43:35,usuario_generado,@user esta claro que has vuelto fuerte pero sabes k hasta que no hagas un pick a favor de nuestra musa Kalinskaya no seras tu,claro volver fuerte saber k hagar pick favor musa kalinskaya serar,positivo
218,2025-05-21 15:43:35,usuario_generado,"@user nop, la paja me la haré cuando cuele el haberlas",nopir paja hacer cuelir haberla,negativo
219,2025-05-21 15:43:35,usuario_generado,Como siempre mi tortilla triunfa mas que otros platos  #playa… http,siempre tortilla triunfar mas plato http,positivo
220,2025-05-21 15:43:35,usuario_generado,@user @user más bien una piedra pintada,bien piedra pintado,positivo
221,2025-05-21 15:43:35,usuario_generado,De mi balcón veo pasar pavos horneados y jóvenes horneándose,balcón ver pasar pavo horneado joven hornear él,positivo
222,2025-05-21 15:43:35,usuario_generado,@user @user @user Hace unas assistencias que flipas Messi y pases flipantes,hacer uno assistencia flipa messi pase flipant,positivo
223,2025-05-21 15:43:35,usuario_generado,@user me voy a morir quiero verlo en vivo y tigo no tiene CBS,ir morir querer ver él vivo tigo cbs,neutro
224,2025-05-21 15:43:35,usuario_generado,"@user Comprendo. ¡Mil gracias! Es solo porque me pareció ver un precio y, al recoger el producto, el precio era otro. ¡Alzheimer!",comprendo mil gracia solo parecer ver precio recoger producto precio alzheimer,negativo
225,2025-05-21 15:43:35,usuario_generado,"@user Sí, era justo y necesario. Lo hice y me siento mejor",justo necesario hacer sentir mejor,positivo
226,2025-05-21 15:43:35,usuario_generado,@user el de hoy es feo,hoy feo,negativo
227,2025-05-21 15:43:35,usuario_generado,"@user Pues no se pierde nada, salvo mamarrachadas demodé.  @user",pues perder salvo mamarrachada demodé,negativo
228,2025-05-21 15:43:35,usuario_generado,"Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.",hoy día cualquiera hoy cumplo año mejor persona vida poder dar yo,positivo
229,2025-05-21 15:43:35,usuario_generado,@user sabes que eso no es así,saber así,neutro
230,2025-05-21 15:43:35,usuario_generado,"-hola, quiero pagar la renovación del dni. -el azul? -si jajaja Alto martes señoreeessss!",hola querer pagar renovación dni azul si jajajar alto martes señoreeesss,neutro
231,2025-05-21 15:43:35,usuario_generado,"@user @user @user Si hay que pecar de algo, que sea de ser buena gente!",si pecar ser buen gente,positivo
232,2025-05-21 15:43:35,usuario_generado,@user @user aunque hay que decir que el pokemon negro 2 me ha reventado a críticos,aunque decir pokemon negro reventar crítico,negativo
233,2025-05-21 15:43:35,usuario_generado,el francotirador esparzano murio en su ley,francotirador esparzano murio ley,negativo
234,2025-05-21 15:43:35,usuario_generado,He capturado mi primer gimnasio en el Pokemon Go. Cierto es que es probable que no tarden ni 10 minutos en quitarmelo. Pero mola,capturar primero gimnasio pokemon go cierto probable tardir minuto quitarmelo molo,neutro
235,2025-05-21 15:43:35,usuario_generado,"@user es la mejor y la peor a la vez. Yo la quiero de vuelta, no me la pueden quitar así con otro cuarto puesto en Río",mejor peor vez quiero vuelta poder quitar así cuarto puesto río,negativo
236,2025-05-21 15:43:35,usuario_generado,@user sígueme por ig por allá estoy más activa que aqui,síguemir ig allá activo aqui,positivo
237,2025-05-21 15:43:35,usuario_generado,"@user Tidus. Por supuesto. Me descojonaría con él. O Zack, para impedirle ir a Nibelheim con Cloud.",tidus supuesto descojonacer zack impedir él ir nibelheim cloud,positivo
238,2025-05-21 15:43:35,usuario_generado,"@user Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada",intentar salvar lincoln julián lorca aparte copia descarado mdt parecer,neutro
239,2025-05-21 15:43:35,usuario_generado,@user @user pero... Ella... No es verde!!!! Aunque ahora que lo dices... Es muy... Eh...,verde aunque ahora decir eh,neutro
240,2025-05-21 15:43:35,usuario_generado,"@user @user es muy cuqui. Si te gusta, comprarlo y listo",cuqui si gustar comprar él listo,positivo
